Unique_idx,price
18243,450000
10499,740000
5543,350000
3439,1650000
20016,419950
8983,549000
3579,380000
1968,400000
4383,162500
20105,448000
13707,250000
9117,1250000
5499,305000
21412,347500
11302,348000
1674,599000
15050,550000
20860,479000
11520,500000
8546,1115500
12399,375000
5569,602000
1432,345000
17082,415000
10743,366000
5576,160134
6483,365000
13638,1000000
18372,455000
1154,725000
3809,495000
205,1165000
21503,750000
11096,352500
3194,726000
4664,424500
4014,585000
8937,337000
9912,255000
5736,450000
16256,575000
17362,1339000
6295,588000
7461,1081000
16961,420000
857,765000
5094,543000
7595,225000
16320,287000
2780,505000
1684,760000
9586,665000
12783,280000
15093,325000
18411,535000
7837,303000
15970,500000
15339,420000
18018,435000
9289,670000
9737,2225000
4617,399000
13282,700000
8681,274000
10761,239950
2273,413000
6155,300000
2879,396000
1390,620000
567,810000
10198,326250
2610,435000
15153,250000
14902,495000
13940,1610000
21277,345000
6378,460000
8987,845000
1989,450000
2476,295000
5877,493000
6670,1038000
6283,700000
6540,568000
10813,850000
10545,910000
4352,259950
2814,435000
3613,440000
18399,343000
16249,855000
8119,315000
1481,476000
15198,371000
8677,395000
10373,2888000
11228,330000
804,250000
2957,410000
8891,250000
14740,650000
9068,237000
12199,490000
21504,419625
16941,134000
16010,505000
11576,430000
1539,975000
1852,380500
7668,1250000
10176,780000
21361,718000
9994,1225000
2164,255000
16086,291000
109,550000
10053,525000
8066,410000
14323,581000
16402,354000
19642,450000
6154,1210000
8870,575000
1891,429900
17049,420000
2556,220000
17632,671000
6544,299000
14785,300000
20783,435000
15615,406650
7822,255000
7539,1050000
19402,780000
4747,616950
10475,738500
5118,328000
7260,665000
9186,750000
11143,185000
13226,515000
16741,1300000
13069,697000
17702,730000
7124,575000
13637,438200
17778,800000
3406,799000
18919,746000
8451,665000
7149,660000
15121,357000
2620,1300000
14667,415000
14990,299000
19766,825000
9645,500000
15073,695000
8910,2200000
16163,208000
13289,279000
1360,710000
10638,515000
10077,504500
21306,398000
18432,1895000
20128,710200
11206,420000
17936,390000
6491,305000
18771,325000
2265,285000
1270,495000
5260,270000
9590,415000
4290,152000
14206,985000
12944,375000
13433,1284000
12244,635000
1288,390000
9374,350000
2156,378000
1453,221000
9197,344950
11449,205000
10062,455000
18174,435000
13906,445000
17080,710000
13674,325000
9628,835000
18898,299000
13588,265000
4670,335000
19451,270000
12698,235000
7664,185000
6673,202000
19929,440000
1190,400000
3308,330000
3064,400000
4765,778000
16982,565000
1589,290000
19801,419950
5506,546800
19999,724000
18725,299000
706,499950
12066,661000
2877,234000
9110,537500
106,532500
14227,368000
18084,213950
12303,835000
6729,575000
15082,439500
10790,349950
9310,594000
21178,720000
8534,985000
3695,827235
7100,445000
13916,621500
20453,868500
21159,415000
19814,1550000
9602,560000
20842,455000
19484,1040000
2301,435000
5617,1880000
9286,775000
10828,625000
1921,1060000
20182,575000
5902,1050000
15442,330000
7024,579000
1251,300000
19716,400000
15950,350000
4172,220000
11604,510000
11052,325000
1899,328000
8227,770000
12084,360000
8213,182200
6468,547500
10616,850000
19412,435000
15313,345000
10910,410000
16600,490000
14231,940000
19720,331000
13230,525000
2729,345000
1224,880000
8862,1250000
6,229950
13129,570000
8462,211000
6054,312000
4879,735000
11558,650000
1978,545000
8308,425000
21010,629000
8668,190000
18216,575000
11900,460000
10734,390000
1936,375000
19195,276200
10168,583000
11585,705000
19953,279500
19144,407000
13946,335000
6741,575000
13595,208000
7187,540000
14032,800000
9490,400000
4167,325000
15037,450000
321,545000
6864,630000
3983,750000
3472,243000
4930,280000
2544,385000
8416,185000
9739,513000
4355,649000
692,440000
15630,475000
19823,1945000
13740,797000
6901,871000
11352,1200000
3368,700000
17932,619400
6238,230000
15334,490000
5930,626000
19693,533380
13504,500000
21378,430000
2275,450000
14115,225000
4530,250000
616,319000
2548,261000
20620,908950
3325,450000
4365,445000
20961,386380
16267,824000
856,309000
12145,195000
563,861111
11440,815000
12969,284000
65,700000
15542,245000
16729,1156000
13388,270000
17243,315000
17308,550000
18117,350000
14063,610000
5916,227000
1092,800000
5567,375000
8552,335000
21325,710000
14393,645500
17109,710000
13259,375000
13822,437000
2238,440000
9319,395000
18949,650000
255,450000
7168,400000
21532,910000
17410,442500
20304,558000
5657,562000
18542,539000
1831,475000
18726,590000
19317,515000
10354,311100
17236,260000
12182,445000
1320,425000
16063,252500
4894,320000
19332,254000
8456,280000
12201,375000
10437,314500
5335,507500
17473,525000
14459,400000
2904,989900
2552,339900
19229,546000
4139,459000
15983,218000
16587,753000
17183,724500
8211,208000
13298,545000
16669,575000
9612,411000
6279,1180000
20499,525000
867,445000
4467,260000
17966,335000
9770,880000
14832,370037
5185,398500
15908,440150
9914,879000
9379,585000
7243,380000
8916,350000
18656,630000
20572,438000
13685,799000
20048,815000
20533,242000
6256,625000
2219,388000
20887,280000
8971,485000
287,453000
20410,302860
19148,2950000
18498,205000
17316,626100
14255,1300000
21569,329900
3854,1050000
5313,325000
18784,529500
21471,579950
6565,200000
17756,1400000
14693,420000
20681,789888
20153,315000
4398,257000
10320,185000
21570,310000
8780,554663
17233,185000
5004,572000
11761,600000
8304,259000
11932,313000
7999,445000
7198,445000
1105,437000
18677,280000
870,569500
8923,234000
1366,355000
11179,425000
7207,520000
19082,515000
17895,357000
5396,950000
5033,370000
15707,520000
12777,1488000
9180,425000
9698,430000
22,395000
14349,547000
13868,225500
21261,950000
12109,304000
1981,572500
12712,525000
7037,467500
10355,182200
4675,725000
13048,703300
14588,280000
18511,1965000
16849,515000
8224,735000
12344,360000
3191,740000
20556,415000
9705,762500
20252,760000
8172,940000
771,275000
18810,530000
13992,225000
3351,435000
5463,300000
16569,459950
654,320000
10153,655000
15997,468000
6525,365000
9177,400000
20837,785000
6083,315000
17552,475000
11767,800000
10753,287000
11130,554500
9171,535100
966,150000
6669,705000
5417,480000
16028,605000
7121,442000
6685,435000
4485,429900
20266,687500
6207,355000
5946,450500
20164,400000
19819,1450000
13315,382000
19614,400000
18311,555000
19030,469000
7877,299000
19441,530000
1150,341000
21511,424000
20613,343000
8816,1030000
19918,452500
5280,341000
15994,692500
19840,315000
12392,250000
7285,625000
5721,340000
2518,1300000
21195,362000
7849,195000
19411,280000
3699,515000
7476,585000
15229,555000
17457,342000
10570,480000
3880,385000
6967,324900
19786,285000
9938,594950
16101,650000
20403,330000
6957,152500
11145,895000
13229,612125
1728,375000
13453,600000
6332,587500
3339,245000
15533,370000
4641,730000
3729,790000
13700,1415000
9675,406500
8136,1525000
2007,998500
1416,272000
16748,472500
14235,425000
17188,530000
2088,1200000
10405,1500000
21129,274800
3933,440000
2097,920000
14043,790000
5055,594000
20576,469950
14923,950000
18782,1060000
3158,450000
713,230000
8226,264500
1699,450000
793,192500
14984,537000
1339,390000
20194,407000
12932,810000
8400,450000
13611,275000
19906,770000
384,935000
8819,1050000
12809,320000
5476,455000
3862,257000
3519,1925000
10107,280000
16045,339950
19169,433000
14416,400000
4841,415000
1191,295000
18962,500000
19034,375000
6607,644500
18743,460000
19449,540000
19547,1105000
13172,530000
19409,205000
10735,524500
17196,414900
2137,375000
18224,440000
5570,111300
9942,499950
14058,379880
2320,930000
19314,220000
10589,290000
16863,450000
7240,287000
2935,265000
21346,839704
7640,589000
9474,770000
5593,510000
1506,825000
6350,265000
13687,569000
6912,795127
13523,505000
20936,375000
17532,515000
13626,215000
6495,875000
18602,295500
14582,610000
14972,1570000
9165,250000
8102,290000
7344,614000
5283,440000
5276,203000
17730,585000
5918,206000
3244,261000
16800,302000
4660,1030000
12484,276000
5106,550000
3690,210000
18777,375500
16566,320000
16048,225000
711,170000
12686,246500
6806,202000
20585,576000
8879,210500
3278,950000
13599,635000
20202,1095000
19570,560000
15336,326100
8598,290000
12069,420000
7356,695000
18100,556000
8799,800000
19755,961000
18645,560000
11550,685000
5444,335000
13340,535800
21096,388000
15791,140000
21451,270000
8767,225000
21121,552250
11888,540000
17272,254000
7353,429000
15603,260000
10804,612000
3486,192500
1281,280000
14727,1236300
15564,205000
13156,751750
15036,339950
10490,324000
11755,176000
12512,250000
16693,291000
18028,260000
20125,825000
3011,390000
18071,935000
13517,731688
3128,469000
7484,380000
12234,455000
8075,340000
14490,344950
10883,225000
21463,332000
10091,850000
10789,525000
12724,552000
20590,515000
18842,181000
8646,1010000
4110,315000
9431,325000
1147,565000
16500,287000
19548,279000
17320,652500
14629,260000
7234,279000
6753,404000
4079,419000
20818,730000
10300,425000
6793,815000
16296,498000
20017,465000
15259,461000
3832,250000
3214,609950
13234,674000
9014,380000
14333,467000
9185,249900
3072,453500
15279,408000
6500,890000
10568,257000
13794,350000
15085,500000
13005,460000
494,354000
1183,1028000
11894,625000
18637,230000
11396,300000
13385,615000
2770,937500
11065,962000
21437,455600
16994,289000
1714,595000
10356,425000
19940,605000
573,727000
15768,1150000
3364,394000
5259,180000
12979,639900
4516,490000
11679,935000
11669,280000
466,332500
20423,320000
6985,322500
8871,345000
18169,913000
18578,299950
21044,399500
12094,599000
18474,370000
7105,394475
142,300000
4698,345000
4546,474000
18803,400000
5350,235000
1521,625000
2878,173250
2795,185000
7593,485000
1548,215000
11618,419190
13741,949000
15010,980000
433,250000
18214,355950
20595,392000
8120,303500
2080,575000
20722,650000
12419,280000
4779,568000
6774,412500
1685,1450000
15648,303500
17741,780000
7184,352750
7370,325000
385,1038000
10739,163000
8069,263500
135,250000
7856,950000
911,729000
14278,871000
14868,370500
11222,425000
20938,575000
13275,500000
2702,752500
8580,375000
15423,335000
19798,351999
2223,305000
1941,775000
19087,245000
21244,499431
17069,397900
16314,300000
1419,328000
2588,425000
13460,477000
6712,185000
15365,195000
17889,415000
13542,2535000
130,235000
1970,211000
12789,282000
19604,620000
17105,276000
14888,436000
4111,590000
11996,200000
5655,389000
7855,356000
5462,1275000
21470,322000
8325,865000
12015,735000
828,487000
1957,275000
2027,600000
612,520000
2369,665000
8290,360000
16343,975000
3746,370000
12797,375000
1806,690000
2512,380000
11329,323000
2670,300000
19815,280000
18020,251000
4117,405000
1924,699950
5291,535000
14566,293000
18105,586000
8588,1042031
13729,336000
17153,575000
1302,306000
3733,600000
13995,140000
12998,655000
487,200000
15577,336950
16434,570000
3623,650000
13059,275000
6356,305000
1602,429000
6353,249950
119,615000
959,350000
17987,529000
7238,325000
5129,850000
14312,865000
16432,378000
11579,167000
948,412500
3117,480000
16396,685000
15840,1100000
10090,270000
14317,250000
12613,1898000
20845,345000
2217,645000
8447,410000
11389,350000
8576,480000
3810,908800
2434,410000
125,968000
3337,330000
6105,385000
14192,990000
20284,318200
18514,266000
5104,540000
6458,1250000
10109,880000
1060,240000
8499,320000
10653,319000
19080,495000
5804,259950
3631,519000
8900,360000
6587,532000
8233,550000
5975,350000
7889,278000
11083,397950
11544,1225000
19902,674950
17009,225000
13938,538000
7440,800000
20318,445000
14814,655000
3283,880000
2460,335000
12262,475000
5377,670000
14837,655000
10596,535000
13749,245000
2465,717500
6881,843000
16942,441000
11898,510000
8797,539500
21404,350000
17801,380000
20764,308000
2285,210000
13350,598555
19376,475000
3091,2900000
13276,924000
2144,325000
20586,690000
20571,500000
14500,410000
10850,782000
11597,255000
2445,300000
2061,395000
4694,460000
12620,507950
8529,190000
10784,600000
20998,700000
16361,210000
16640,265000
12538,340000
18394,195000
12598,254000
9409,690000
19345,728935
13727,446250
6139,440000
14162,335000
9328,333000
4523,1320000
18778,259000
7591,300000
13724,310000
8360,403000
5661,290000
12289,207500
986,289000
2543,345000
1691,174000
1933,639000
8877,440000
21101,463000
15401,1000000
13918,435500
5659,646000
8589,715000
20892,1408762
18579,227000
4067,413900
7299,575000
17245,730000
9935,1325000
21601,425000
15438,404000
10547,443950
20010,2350000
11724,304500
18983,239000
13333,384400
14742,360000
5065,1272000
13884,690000
1217,2048000
13000,400000
6865,650000
15678,405000
14232,2575000
5860,445000
7439,585188
17275,210000
15021,438000
6909,400000
13928,585000
4476,462500
2617,200000
10060,580000
13891,265000
11573,565000
12342,375000
19881,775000
19321,625000
9828,226500
4222,355000
19950,775000
9576,349950
16893,425000
14567,560000
13811,381000
5044,681000
21438,379900
20397,565000
8528,525000
18992,1411600
16817,1740000
2368,667000
15270,455000
5307,910000
12848,299950
10601,830000
3676,546000
20942,443000
15319,750000
10084,1200000
15199,615000
6823,1065000
17079,499000
10778,520000
32,350000
11264,500000
2980,343000
18712,349000
11845,273950
18052,126000
16830,560000
3361,555750
14102,820000
16845,750000
19564,1049000
3354,700000
18450,258000
8091,370000
13816,478000
3284,736500
16315,219200
14755,314950
15828,900000
11875,395000
13565,820000
10205,199950
10401,495000
21342,525000
1967,750000
9577,404000
3894,338950
3946,650000
5457,653000
3608,500000
16592,330000
20136,851000
20251,802945
11163,620000
4469,467500
1541,290000
6824,292500
11745,320000
7438,425000
17910,656000
1338,890900
20340,2350000
863,865000
4280,597000
18429,278500
2563,1200000
20648,384000
14489,547000
23,210000
20265,569950
15750,340000
10681,870000
6246,352500
14828,415000
878,140000
4131,360000
1462,223000
854,346300
16414,735000
20078,485000
12099,530000
10752,193000
19589,332500
14423,212500
14688,550000
6555,229950
3586,1625000
12626,215000
9346,661254
3261,141800
9759,605000
18241,880000
11212,645000
1177,450000
3609,207000
8659,490000
6560,481015
108,795000
10450,452000
10532,206000
14248,302000
20190,389000
14666,212000
15262,299000
13752,825000
222,450000
21405,400000
13479,1137500
11721,262000
18300,580000
9369,935000
8170,480000
21070,249000
10829,342000
21289,435000
3871,1550000
28,511500
6222,525000
16749,368000
13210,550000
15225,561000
20987,499950
5287,390000
3785,284700
6505,276000
11746,435000
18735,315000
5226,208000
16486,340000
17337,445000
21593,1050000
17360,900000
3449,390000
3926,600000
6141,275000
12102,738500
14387,400000
6844,300000
18328,2250000
3039,1250000
7598,539950
7535,320000
2332,325000
4282,762000
10087,195000
14386,415000
5988,540000
14576,575000
1897,370000
17668,450000
5166,888990
5284,280000
20391,503000
2987,585000
14794,175000
15125,805000
18491,556000
12649,365000
4960,750000
8855,510000
1280,449400
9820,123000
5865,299000
17418,425000
3903,924000
5985,455000
2785,324000
10582,650000
3520,550000
10338,740000
12325,510000
18586,295000
10158,470000
20840,515000
7655,635000
20570,580000
7239,261000
12703,365000
5878,652100
12604,750000
12829,705000
15132,525000
993,256400
6407,350000
6187,610000
14184,300000
345,239900
412,615000
13201,419000
15281,277000
15303,710000
15079,279950
2245,470000
6672,680000
17608,950000
18239,527000
4208,465000
2771,334950
5599,515000
6885,507000
12394,172500
17782,200000
21177,347500
5647,649000
15473,565000
9210,327000
14731,292000
2051,298900
6934,169000
16110,1089000
17020,530000
13546,450000
3557,431000
15302,535000
7042,239000
5818,320000
1818,1802750
2635,249000
8112,350000
7670,728050
20602,569950
12875,499000
20057,502000
17915,275000
16346,350000
11901,450000
3951,550000
16909,550000
9729,375000
14247,420550
764,389000
10139,910000
308,512000
11300,165000
4170,910000
4492,737500
5085,505000
18368,510000
15091,565000
15761,375000
14426,400000
3259,570000
8778,226000
2226,600000
20456,360000
21245,349950
18418,500000
3981,311750
16079,375000
557,280500
15053,202500
14491,603000
20552,298000
16251,245000
20331,735000
14130,380000
20700,550000
6426,260000
10584,1298000
2071,545000
9365,660000
19522,280000
3821,1550000
16944,1600000
11955,775000
11332,727000
7949,515000
8688,615750
20597,539950
17343,217000
2934,440000
7629,235000
2960,243950
12516,515000
12841,349950
8502,315000
16005,570000
16995,530000
6189,769995
12634,562000
12835,205000
17348,218000
8307,250000
12923,437500
7013,730000
20984,314900
4421,310000
8292,597500
8236,350000
18148,375000
15859,567500
7014,700000
6399,212000
175,500000
8319,330000
2109,317000
18181,237000
19826,208400
10932,1100000
21357,705000
4774,310000
18426,895000
18259,568000
1204,192500
20767,2700000
1160,275000
18594,1500000
5977,295000
13712,550000
16325,380000
20123,372000
16716,199950
18097,750000
20550,230000
636,195500
9254,5570000
8158,205000
21291,480000
15145,462500
4426,1155000
10277,502000
11195,300000
12257,491500
14382,590000
19364,235000
1504,1400000
10535,332500
4484,530000
8846,345000
1810,475000
13158,622200
5483,163000
9047,129000
18836,405000
14270,344950
1789,320000
15475,415000
5440,879000
10068,400000
17854,650000
12751,330000
7725,435000
1315,1612500
1488,512000
20839,343000
225,399500
2105,370000
14906,345000
13093,480000
11223,275000
15076,390000
15429,315000
20828,1340000
6354,290000
8085,666000
5519,300000
6892,310000
6313,625000
3394,570000
16877,875000
13127,420000
17697,450000
10700,210000
7067,550000
3372,570000
18374,270000
12487,721000
21224,667000
8634,359000
13985,325000
6181,315000
2356,889950
6740,1405000
9924,632750
10619,919000
6211,330000
13368,515000
1851,590000
9689,467500
18936,482500
4166,302000
3118,305000
8250,661000
1822,414000
6369,379000
10706,405000
17311,600000
5670,450000
2050,266000
10054,710000
17845,150000
12775,180000
15461,629000
1047,411000
3249,550000
3783,196000
18807,460000
3603,550000
6614,350000
15692,2510000
13290,280500
11793,375000
8373,380000
16103,300000
13823,575000
18707,474900
967,640000
19282,299000
7917,865000
5534,552000
4575,298950
18654,225000
13578,272000
16455,176500
6746,369000
1546,330000
12682,959000
14492,308000
5863,403000
17356,965000
16707,320000
1005,595000
7580,605000
18275,340000
16507,165000
3860,438000
9835,660000
6245,500000
10922,267000
20367,385000
7686,528000
21102,498000
12031,329500
12218,540000
15501,821000
19935,500000
18518,350000
2577,215000
5489,695000
5264,540000
4464,520000
6077,575000
18625,525000
19076,170000
14070,675000
17177,975000
11897,509000
19773,410000
5473,282000
697,310000
17837,525000
9937,390000
18548,625000
3694,320000
12274,475000
1533,785000
14719,192000
18999,549000
15772,625000
8431,300000
5997,223000
3913,400000
16339,230000
14083,3300000
10988,275000
12431,525000
18415,855000
211,594000
10382,881000
11593,300000
4788,875000
16503,519000
13219,595000
3216,622950
20142,675900
19535,411000
7692,297000
21517,385000
12493,345000
16680,405000
11852,320000
16561,200000
10847,550000
6790,492000
14196,608000
16986,860000
19174,199990
5760,1175000
18783,640000
14071,262500
3344,1610000
7252,3650000
20905,533380
19673,400000
12284,583000
7003,523460
15372,435000
10573,345000
761,393500
16826,463000
8372,375000
17469,235000
7081,893880
19041,718000
8240,598780
8231,580000
18663,324000
4913,305000
20532,340000
11431,295000
3835,1125000
14203,270000
10848,516000
1377,240000
13432,249000
7736,535800
10591,415000
1623,375500
12104,1500000
10520,185000
18865,230000
7062,759000
4151,1310000
408,380500
20362,419950
562,740000
16788,275000
3268,525000
9749,1313000
21181,785000
19885,450000
11533,1100000
1292,358000
5109,372000
17769,460000
19598,552000
20777,260000
14398,975000
9043,439000
84,342000
11369,735000
1804,374900
2017,500000
9788,575000
18115,560000
19027,547500
5998,400000
5213,612500
8481,250000
6424,203000
12075,190000
15239,326100
1260,662000
8616,565000
10353,530000
2674,378000
7829,250000
14850,525000
21582,399950
17764,530000
10303,490000
13562,467500
12134,215000
203,193000
14615,175000
1783,240000
6682,325000
11089,875000
17813,750000
15810,440000
20610,440000
7051,242000
3018,375000
18012,531000
20967,795000
16222,518000
13907,1145000
3670,266000
18751,250000
12961,501000
1600,720000
20626,377500
9902,815000
13571,900000
2014,384950
18504,455000
19698,661000
4253,835000
6005,375000
20104,1027500
7020,165000
2104,315000
1080,255000
6069,500000
4348,475000
9757,391500
9841,330000
7134,449950
15060,1145000
19069,252500
5132,870000
16769,352000
3193,290000
12696,800000
1893,845000
9671,870000
12892,200000
12956,160000
17653,520000
15595,415000
5682,241000
18387,728000
7251,252000
20795,475000
11253,960000
17138,350000
17906,210000
20378,858450
14090,360000
17302,550000
6411,509950
16057,556000
9676,335000
19077,230000
20259,335000
6337,320000
8032,660000
7860,660000
17829,539950
12718,805000
838,336950
19199,550000
9982,807100
14008,180500
6921,287000
16217,607000
14817,325000
13293,1047000
7338,246000
12571,376000
8168,360000
8551,330000
7609,900000
4184,345000
1536,775000
10033,375000
5229,1200000
20671,315000
18529,950000
8718,447000
10628,585888
929,535000
2266,279000
19011,495000
4473,338000
21340,475000
17685,261500
14729,650000
13813,472000
13131,216000
6194,432000
19459,230000
10313,545000
525,765000
3007,529000
703,390000
10834,819000
20833,319500
4994,600000
13862,279900
6085,1010000
21500,445000
13115,543000
15506,875000
12767,425000
8063,250000
19140,485000
18739,245000
10792,293000
16931,1197000
10497,405000
6037,299000
18970,315000
17431,345000
4895,599000
20760,700000
21255,402395
9515,718000
6646,335000
1785,210000
10698,278000
11226,896000
19271,550000
13356,875000
1537,525000
5177,312000
8355,335000
619,260000
6251,390000
21232,284000
13977,435000
11153,462000
19931,638500
9974,246500
4665,655000
3674,240000
7770,710200
18005,670000
14974,245000
19047,360000
2921,550000
19851,520000
12434,340000
7432,1047000
1842,840000
15711,247500
2196,394000
19980,433200
9763,265000
11048,389000
14094,815000
13937,381000
14413,620000
17921,414000
556,1810000
5709,325000
5418,210000
19114,640000
6915,610000
20124,445700
38,175000
5800,525000
12862,850000
14855,459000
8550,315000
15613,300000
3858,231000
15588,392000
10620,1027500
9270,495500
8746,289659
3000,320000
9216,605000
4209,815000
2712,401000
21429,290000
7280,1040000
13274,625000
16263,752888
11066,126000
9219,292600
5910,315000
11126,240000
13801,347000
3169,585000
14414,252000
6412,785000
11946,425000
15351,295000
18839,324000
7039,550000
18825,440000
13989,475000
14670,475000
20510,602000
12330,150000
3366,160000
10182,452000
4344,760000
5149,470000
4230,525000
11725,580000
15529,1200000
3245,457000
17479,275000
876,227950
13848,290000
1961,262000
877,371025
17345,506950
1299,255000
15027,450000
1547,410000
12086,460000
16476,650000
7313,2000000
2976,685000
1163,539950
550,799000
13400,1275000
21078,307635
6955,759950
10730,555000
13470,1950000
5238,575000
16595,308000
19039,752500
10344,731000
6107,450000
19358,475000
19768,259000
20848,349500
12508,252000
18338,281000
15297,1313000
5096,1150000
1727,363000
5769,1550000
390,379900
3355,330000
8402,169575
5409,480000
5098,480500
7088,546000
10170,380000
6631,326000
13815,202200
3499,780000
20686,246950
4244,600000
2655,413000
8205,249000
15432,646000
5690,460000
21218,430000
21442,541500
20705,467000
16760,515100
2605,320000
13081,440000
4501,405000
17413,495000
17263,590000
18715,1205000
2863,328000
6992,345000
11637,185900
14404,240000
8051,529888
19675,272000
20666,1061604
18500,256000
10430,623000
20711,450000
20224,963000
20311,445000
9368,760250
10080,207000
11202,350000
20914,469000
20664,2458000
2395,850000
5492,315000
12357,525000
18331,660000
6926,375000
3105,475000
9468,324950
3239,195000
13690,495000
13840,315000
6490,270000
20826,750000
15295,354000
15099,222900
5551,600000
21531,302860
8958,590000
307,539000
7485,374950
15008,385000
4294,560000
13320,706000
3928,1096500
18234,415000
17977,296000
3516,293550
6855,2475000
1409,620000
900,933399
3438,810000
3248,220000
21316,1125000
9187,500000
5824,388000
10477,316000
12373,225000
575,415000
2937,265000
16618,395000
12336,1000000
2851,700000
788,262000
15122,700000
236,625700
14900,500000
5338,350000
8016,475000
6900,550000
13548,986000
10832,1160000
15545,375000
8423,260000
19139,370000
15263,1000000
10145,490000
13781,805000
13709,242000
6556,202000
3415,420000
13732,307000
10649,551100
19513,830000
242,350000
20276,315000
16564,272750
16911,750000
17386,890000
742,550000
6479,460000
14128,835000
4145,290000
16147,600000
13431,580000
10132,725000
21591,450000
3938,327000
5304,1135000
8536,1230000
12138,585000
4510,565000
4339,1950000
19072,569000
1809,548000
13190,520000
19123,685000
2227,395000
19059,400000
15763,450000
15017,565000
17783,344950
1755,501000
17259,513000
10133,330000
342,429950
16929,777000
10157,875000
7424,207000
4135,655500
7747,760250
1011,352750
5696,690000
7479,360000
18965,271000
19571,489950
14762,620000
9842,260000
10866,940000
115,740000
14133,407000
4648,500000
19858,1488000
5395,270000
9742,1650000
19355,370000
12011,385000
3922,389000
7958,257000
10903,378500
15521,599950
14366,490000
8962,785000
2122,285000
8829,833450
628,575000
8881,254000
7504,370500
15936,475000
16635,550000
1610,725000
17333,358500
1291,265000
6127,335000
4691,429950
10757,625000
4235,799200
1381,240000
13597,878000
9648,380000
18627,240000
9553,1135000
14200,272000
